,title,singer,albumName,score,lyrics,youtube
10,이 번호로 전화해줘,바이브,이 번호로 전화해줘,338,"It's always good time with you 
spend my life time with you 
my love
every time with you
my love 너와 함께면 난 
always good time with you my love
너의 아픔도 다 감싸 안을게
불안정한 날 네 심장에 담아줬으니까
약속해 꼭 잡은 손 절대 놓지 않아
It's always good time with you 
spend my life time with you 
my love
아주 오래 오래 더 오래 오래 
오래 오래 오래 with you

아픈 기억 
또, 서툰 표현 
사랑받는 방법조차 
몰랐었던 내 삶에 들어와 
용기를 준 너로 인해 난 
두렵지 않아 너와 함께하는 이 순간 
너는 내 인생에 값진 선물
Always good time with you

It's always good time with you 
spend my life time with you 
my love
아주 오래 오래 더 오래 오래 
오래 오래 오래 with you

매일 밤 너의 심장 소리에
나 잠들고 싶어 
응어리진 나의 마음을 녹여줘 
눈물이 쏟아질 만큼 
따뜻하게 안아 줄게
네 곁에 머물러 with you

It's always good time with you 
baby I can't let you go 
아주 오래 오래 더 오래 오래 
오래 오래 오래 with you",https://www.youtube.com/results?search_query=%EC%9D%B4+%EB%B2%88%ED%98%B8%EB%A1%9C+%EC%A0%84%ED%99%94%ED%95%B4%EC%A4%98
11,METEOR,창모 (CHANGMO),Boyhood,335,"기를 쓰고 사랑해야 하는 건 아냐
하루 정도는 행복하지 않아도 괜찮아
그럼에도 역시 완벽하군 나의 여인 um

여전히 무수한 빈칸들이 있지
끝없이 헤맬 듯해
풀리지 않는 얄미운 숙제들 사이로

마치 하루하루가 
잘 짜여진 장난 같아 
달릴수록 내게서 달아나 

Just life, we’re still good without luck
길을 잃어도 계속 또각또각 또 가볍게 걸어
(Take your time)
There’s no right 
실은 모두가 울고 싶을지 몰라
슬퍼지고 싶지 않아서
화내는지도 몰라

여전히 무수한 질문들이 있지
이번에도 틀린 듯해
아주 사소한 토씨 하나의 차이로 

마치 하루하루가 
삐뚤은 동그라미 같아
도망쳐도 여기로 돌아와

Just life we’re still good without luck
비틀거려도 계속 또박또박 똑바르게 걸어
(Take your time)
There’s no right 
때론 모두가 외로운지도 몰라
지워지고 싶지 않아서 
악쓰는지도 몰라 

(Lalalala la la i love ma days)
I know that life is sometimes so mean
(Lalalala la la i love ma days)
It is true. So I’m trying

난 나의 보폭으로 갈게 
불안해 돌아보면서도 
별 큰일 없이 지나온 언제나처럼 
이번에도 그래 볼게 음 

Just life we’re still cool without luck
길을 잃어도 계속 또각또각 또 가볍게 걸어
There’s no right 
실은 모두가 모르는지도 몰라
어쩌면 나름대로 더디게 느림보 같은
지금 이대로 괜찮은지도 몰라",https://www.youtube.com/results?search_query=METEOR
12,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,330,"불어 후후
빨간 불티야
내 마음도 너 같아
타오를 듯 위험한
살포시 널 눌러
덮으려 해 봐도
꺼지지 않는 너를
어떻게 해야 하나

여릴 줄만 알았던
그 작은 온기 속
뭐를 감추고 있었니
내 안에 내가 많아
온 밤이 소란한데
혹시 내 말을 들었니

이제 타이밍이야, 눈 뜰 새벽이야
불티를 깨워

더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은

불티야 불티야 꺼지지 말고 피어나
불티야 불티야 새벽을 훨훨 날아가
새 불티야 불티야 춤추듯 온몸을 살라
새 불티야 불티야 꺼지지 말고 피어나

이 까만 어둠을
동그라니 밝혀
내 앞을 비추는 너
어디든 갈 수 있어
세찬 바람을 타고
떠올라 내려 보면
우린 이 별의 여행자

어제 길 위의 넌 꿈만 꾸고 있었지
작은 새처럼 작은 새처럼
이제 타이밍이야, 너의 시간이야
숨을 불어넣어 불티를 깨워

타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은

불티야 불티야 꺼지지 말고 피어나
불티야 불티야 새벽을 훨훨 날아가
새 불티야 불티야 춤추듯 온몸을 살라
새 불티야 불티야 꺼지지 말고 피어나

오랜 기다림, 너의 시간을 믿어
나를 닮은 너, 불티를 깨워

더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운

더 타올라라 후 후후후
꺼지지 않게
붉디붉은 채
더 크게 번져 후 후후
지금 가장 뜨거운
내 안의 작고 작은
불티야",https://www.youtube.com/results?search_query=%EB%B6%88%ED%8B%B0+%28Spark%29
13,unlucky,아이유,Love poem,329,"그때의 우리 사랑 뜨겁고 치열했는데
끝나보니 남는 건 미움뿐 
몇 번의 계절을 더 보내야 괜찮아질까
미련이 듬뿍 남은 하루를 보내

친구들과 통화에
우연히 들은 네 소식
다른 사랑을 시작해
잘 지낸다고

한땐 소중했었고 
많이 사랑했었던 
우리 둘은 이제 남이 됐고
모르는 사람이야
넌 완벽히 잊었나 봐
이렇게 넌 잘 사는데
괜한 걱정을 했나 봐
나만 힘든가 봐

너도 내 소식을 전해 들었으면 좋겠어
아직은 좀 힘들어한다는
미안한 마음 갖고 가끔씩 내 생각 해줘
그래야 내 맘이 좀 편할 것 같아

네 옆에 다른 사람 
있다는 게 참 낯설어
뭔지 모를 서운함은
이기적인 거니

한땐 소중했었고 
많이 사랑했었던 
우리 둘은 이제 남이 됐고
모르는 사람이야
넌 완벽히 잊었나 봐
이렇게 넌 잘 사는데
나만 끝을 미뤘나 봐 
나만 그랬나 봐

솔직한 맘을 말하면
좋은 사랑 안 했음해
가슴 아프게 지내길 바랬어

너는 행복하겠지
많이 설레이겠지 um
나 없이도 웃는 네 모습에
이제야 실감이나
넌 완벽히 떠났나 봐
확실히 날 떠났나 봐
난 네가 너무 미워져
행복하지 말아줘
잘 지내지 말아 줘
좋은 사람 만나 다행이란
말은 거짓말이야
네 소식 들은 그날 밤
펑펑 울다 밤을 샜어
늦어버린 거 알지만
어쩔 수 없나 봐",https://www.youtube.com/results?search_query=unlucky
14,안녕,폴킴,호텔 델루나 OST Part.10,328,"I’ve been trying all my life
to separate the time, 
in between the
having it all and giving it up, yeah

내 머릿속엔 파란색만 
가득한 이 방황
자기혐오들과 자만이 
내 마음속에 살아

꿈이 가득한 난 자라 
모든 꿈을 이뤘건만
꿈은 꿈으로만 간직하는 게 
더 낫지라는 생각을 
동시에 하며 살아가고 있지

내 도약은 추락이 아니기를
너의 신념 노력 믿음 욕심들은 
추악이 아님임을 믿어

해가 뜨기 전 새벽은 
무엇보다 어둡지만
네가 바란 별들은 어둠 속에서만 
뜬다는 걸 절대 잊지 마

I’ve been trying all my life
to separate the time, 
in between the
having it all and giving it up, yeah

I wonder what’s in store
If I don’t love it anymore
I’m stuck between the
having it all and giving it up, yeah

가끔은 내가 걷고 있는 게 맞는지
하염없이 터널 끝을 향해 
달리면 뭐가 또 있을런지

맞긴 한지 내가 바라던 미래와는 
솔직히 다른 거지
상관없지 이제는 생존의 문제 
어찌 됐든 상관없지

Yeah yeah 네가 바란 것들과는 
다를지 몰라
네가 살아가는 것도 
사랑하는 것도 변할지 몰라

That’s true That’s true That’s true 
Yeah so are you gonna move?

꾸물거리기엔 우린 아직 
젊고 어려 부딪혀보자고 
So what you gonna do?

I’ve been trying all my life
to separate the time, in between the
having it all and giving it up, yeah

I wonder what’s in store
If I don’t love it anymore
I’m stuck between the
having it all and giving it up, yeah",https://www.youtube.com/results?search_query=%EC%95%88%EB%85%95
15,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,328,"안녕 이라는 말을해
짧은 시간을 뒤로 한채로
여전히 아프겠지만
하룻밤 자고 나면 사라지는 꿈처럼
너를 oh~ 잊게될까 두려워져
무심히 널 떠올리게 되면
불안해지는 맘 어떻게 해야하니
안녕 이제는 안녕
이 말 도저히 할 수가 없어
너로 가득찬 내 마음
겨우 내가 할 수 있는 일
너를 사랑하는 거
다시 널 만날 수 있길

아주 오래 전부터 정해진 연일지도 
너밖에 모를 내가 되었던 그때가 
두려워져 널 안고 있으면
자꾸 욕심이나 어쩔 수 없는걸
안녕 이제는 안녕
이 말 도저히 할 수가 없어
너로 가득찬 내 마음
겨우 내가 할 수 있는 일
너를 사랑하는 거
다시 널 만날 수 있길

굳게 닫힌 저 문이 열리면
그때는 널 다시 볼 수 있을까
잠시 스치듯 만나
운명처럼 날 꽃 피우게 해
매일 널 꿈꾸겠지만
가득 채울 그리움만큼
바라는 건 단 하나
계속 내 곁에 있어줘",https://www.youtube.com/results?search_query=%EC%98%A4%EB%8A%98%EB%8F%84+%EB%B9%9B%EB%82%98%EB%8A%94+%EB%84%88%EC%97%90%EA%B2%8C+%28To+You+My+Light%29+%28Feat.%EC%9D%B4%EB%9D%BC%EC%98%A8%29
16,새 사랑,송하예,새 사랑,322,"한참을 내 옆에서 지켜주던
무던한 사람
가끔 네 욕을 해도 내 편이 돼주는
착한 사람

새 사랑을 시작하는 게
아직 겁나는데
이런 나라도 좋대

오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
아무 말도 못했어

이젠 나도 행복해도 돼?
듣지 못할 답을
왜 너에게 묻는건지

오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
고개만 끄덕였어

나 괜찮은거지?
사랑해도 되지?
니가 못해준
그때보다 더 예쁜사랑
전부 해 줄 사람을 만났어

오늘같이 기뻐해야 하는날
왜 혼자 미안하고 눈물이 나야해
말 없이 나를 안아주는 그품에
이제 너를 보내야 할까봐
미안해 이제 안녕
미안해 정말 안녕",https://www.youtube.com/results?search_query=%EC%83%88+%EC%82%AC%EB%9E%91
17,인기 (Feat. 송가인 챈슬러),MC몽,CHANNEL 8,321,"우선 캐릭터는 분명
해야 해요 X 같은 XX
철부지같이 굴면
Fail 해요 Next 바로 Next Next
맥주 거품 같은 인기
까닥 실수하면 미끼
겸손해 후배 내 꼴 나기 전에
(Thank your Swag Thank your Flex)
인생은 힙합보다 트로트 같은 거
먼지 쌓인 트로피보다 흥이 나는 거
에헤라디야 에헤라디야
내 Scene은 훨씬
바람 불어 신나게 Sing Sing
Just me myself and I
Believe in me myself and I

끝없는 유혹 속에
부딪히며 살어
말할 수 없는
위험한 거래를 하듯이
인기는 중독이 돼
네 죄의식 안에서
주문을 걸어줘

위기 패기 다시 인기

Boom xhakalaka
먼저 폭죽을 터트릴까
Boom xhakalaka 
맛이 가 맛이 가 맛이 가 맛이 가
Boom xhakalaka
먼저 폭죽을 터트릴까
Boom xhakalaka
맛이 가 맛이 가 맛이 가 Oh my god

Even when love is falling down
There's a fire in my heart 
still burning new
Now I’m feeling so hypnotized
Wake me up
Cause it’s killing me inside

존대를 모르는 꼰대
얌마 약 따윈 안 하니까 딴 데 팔어
겸손을 모르면 지옥 불도 깊대
인생 짧으니까 형 말 들어
낄끼빠빠 똑똑한 인기
오락가락하지 Like a slinky
Don't stop believing
Keep on following 
what you’re dreaming

난 숨은 게 아니라 품은 거야
무는 게 아니라 묻는 거야
뼛속까지 딴따라라라라서
그래도 웃으며 난 부를 거야
인기란 새콤달콤 한 순간
감성과 함성의 미칠 각
왜 자극적인 것만 원할까?
떡 상 떡 낙은 네 몫이야

끝없는 유혹 속에
부딪히며 살어
말할 수 없는
위험한 거래를 하듯이
인기는 중독이 돼
네 죄의식 안에서
주문을 걸어줘

위기 패기 다시 인기

Boom xhakalaka
먼저 폭죽을 터트릴까
Boom xhakalaka 
맛이 가 맛이 가 맛이 가 맛이 가
Boom xhakalaka 
먼저 폭죽을 터트릴까
Boom xhakalaka
맛이 가 맛이 가 맛이 가 Oh my god

에헤라디야 에헤라디야
에헤라디야 에헤라디야
에헤라디야 에헤라디야
에헤라디야 에헤라디야

위기 패기 다시 인기

Boom xhakalaka
먼저 폭죽을 터트릴까
Boom xhakalaka 
맛이 가 맛이 가 맛이 가 맛이 가
Boom xhakalaka
먼저 폭죽을 터트릴까
Boom xhakalaka
맛이 가 맛이 가 맛이 가 Oh my god

이 어리석은 놈아
아직도 모르느냐
이놈의 썩을 놈아
넌 낙원을 원했느냐

아이고 아이고 아이고",https://www.youtube.com/results?search_query=%EC%9D%B8%EA%B8%B0+%28Feat.+%EC%86%A1%EA%B0%80%EC%9D%B8+%EC%B1%88%EC%8A%AC%EB%9F%AC%29
18,조금 취했어 (Prod. 2soo),임재현,조금 취했어,315,"내가 망가지면 니가 나를 볼까 봐
나를 혹시나 걱정해줄까 봐
몸에 안 좋은 거 하러 왔어
시끄럽고 졸립다
그래 이제 집에 가야지

지금 뭐 해
밤에는 바람이 점점 차가운데
따뜻이 좀 입고 다녀 멋 부리지 말고
지금 이 순간
하고 싶은 말이 많은데
내가 가진 언어로 표현 못 해 알잖아
내가 좀 서툴지

술 한잔했어 너무 보고 싶어서
니가 싫어하는 담배도 피고 술도 했어
술이 깨면 내가 또 미워질까 봐
마시다 보니 조금 취했어

어디야 지금 뭐 해 빨리 와
너 올 것 같아 여기서 나 기다리는데
Xiyehn아 오늘따라 니가 보고 싶어서
그래 내가 좀 못났지 미안해

지금 뭐 해
의식은 점점 희미해가는데
니 얼굴은 더 또렷하게 생각이 나네
지금 이 순간 하고 싶은 말이 많은데
나란 놈이 그렇지 뭐 또
못해 말도 못 하는 내가 싫어

술 한잔했어 너무 보고 싶어서
니가 싫어하는 담배도 피고 술도 했어
술이 깨면 내가 또 미워질까 봐
마시다 보니 조금 취했어

어디야 지금 뭐 해 빨리 와
너 올 것 같아 여기서 나 기다리는데
Xiyehn아 오늘따라 니가 보고 싶구나
또 보고 싶어서 미안해",https://www.youtube.com/results?search_query=%EC%A1%B0%EA%B8%88+%EC%B7%A8%ED%96%88%EC%96%B4+%28Prod.+2soo%29
19,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,311,"별빛이 내린 밤 
그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게

너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자

나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰

너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

행복이 짙은 날
어둠이 없는 밤
같은 맘 속에
같은 꿈이 피어난 건
우리의 정해진
운명이 맞닿은거야

나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰

너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

내게 온 너란 빛이 눈 부셔도
네 앞에서 한 순간도 눈 감지 않아

다가올 시간도
계절의 바람도
널 데려가지 못하게

내가 더 좋은 사람이 되고 싶어
더 아름답게 널 안을 수 있게
잠들지 못한
잠들 수 없는
바람들이 널 부르고 있어

언제까지나 너와 함께 할거야
내 마지막 숨결도 너일거야
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

이렇게 밝게 이 밤을 비춰",https://www.youtube.com/results?search_query=%EC%82%AC%EB%9E%91%EC%9D%B4%EB%9E%80+%EB%A9%9C%EB%A1%9C%EB%8A%94+%EC%97%86%EC%96%B4
20,Santa Tell Me,Ariana Grande,Santa Tell Me,302,"나와 둘이 함께 늙어가자던
습관처럼 뱉던 말 아직 여전하니
뭐든 나와 함께 한다면
그저 좋다던 예쁜 얼굴 생각나는 밤

나에게 늘 맞춰주던 너
익숙함이 커 지키지 못했어 그땐
내 얘기에 귀 기울이던 너의
앳된 표정이 아직도 선명해

다시금 날 봐줘요
그대의 기나긴 투정도
모두 들어드릴게요

아직도 지키지 못한
약속을 기다린다면
그대여 다시금 내 곁에 있어줘요
머물러요

질투 어린 술주정에도
미안하다며 계속 나를 달랬던 그대
따듯한 그 말들을 무시했던
그때의 내가 원망스럽네요

다시금 날 봐줘요
그대의 기나긴 투정도
모두 들어드릴게요

아직도 지키지 못한
약속을 기다린다면
그대여 다시금 내 곁에 있어줘요

그대가 돌아오면
멍청한 내 어린 습관도
전부 다 고칠게요

사랑은 처음이라서
그대를 아프게 해서
미안해요",https://www.youtube.com/results?search_query=Santa+Tell+Me
21,FEVER (Feat. 수퍼비 BIBI),박진영,FEVER,297,"유난히 바람이 찬 어느 날
무심한 계절처럼 그대가 오겠죠
알고 있어요 또 멀어질 거란 걸
천천히 잊을게요 그대 없이도
혼자 남지 않게

또 겨울이 오네요
시리도록 하얀
첫눈이 내리면
그대도 올까요
여전히 나 혼자
끝맺지 못한 말
여기에 남겨요
늦었지만, 사랑해요

하루씩 그대를 잊어가요
그보다 더 슬픈 건 무뎌짐이겠죠
알고 있어요 늘 같은 자리란 걸
아무리 돌아서도 
그댈 향해 서 있는
그게 나라는 걸

또 겨울이 오네요
슬프도록 하얀
첫눈이 내리면
그대도 볼까요
어쩌면 나처럼
울고 있을까요
그대의 잘못이 아닌 걸요

서로의 손을 이제는 놓기로 해요
천천히 사라질 온기로 
마지막 인사를 나눠요
그동안 고마웠어요
그대여 이젠 안녕

어디에 있든 어떤 모습이든
그대로의 그댈 사랑해요
닿지 않겠지만
늦더라도 부디 행복해요",https://www.youtube.com/results?search_query=FEVER+%28Feat.+%EC%88%98%ED%8D%BC%EB%B9%84+BIBI%29
22,있어줘요,장덕철,있어줘요,296,"아무도 없는 깜깜한 안개 속에 갇혀
남겨진 듯한 거울 속의 널 마주할 때
참아내는 연습 뿐인 하루가 
또 지나가고
눈물도 닿을 수 없는 
깊은 곳에 있을 때
내가 널 꽉 안아 줄게

혼자라고 느낄 때 
그 어떤 어둠이 우릴 삼켜도
감싸 줄게 
늘 그 자리에 서서 너 외롭지 않게
여기 있어 편히 울어도 돼
 
너무도 거친 바람에 나 괴로워할 때
그 작은 어깨가 내겐 커다란 나무였어
시간은 흘러 
차가운 계절은 또 다가왔고
그 때의 나처럼 
너 흐리게 훌쩍거릴 때
내가 안아 줄게

혼자라고 느낄 때 
그 어떤 어둠이 우릴 삼켜도 
감싸 줄게 
늘 그 자리에 서서 너 외롭지 않게
슬퍼할 일만 가득해도
그곳에 우리 함께해
내게 기대 같이 울어 줄게
 
짙은 파도 몰려와 
너의 마음 부서져 내릴 때

이제는 기대도 돼 
열 번의 겨울이 우릴 삼켜도
감싸 줄게 살결이 닿아 있어 
너 외롭지 않게
슬퍼할 일만 가득해도
그곳에 함께해
내게 기대 편히 울어도 돼",https://www.youtube.com/results?search_query=%EC%9E%88%EC%96%B4%EC%A4%98%EC%9A%94
23,"숨겨진 세상 (Into the Unknown End Credit Version) (""겨울왕국 2"")",태연 (TAEYEON),겨울왕국 2 (한국어 버전),290,"마음이 허전해
널 만나고부터
잠시 나와줄래
널 만나야겠어

어두운 밤 부서지는 기억
별이 되어 비추고
보이지 않던 오랜 방황들이
나은 내일을 꿈꾸게 해

마음이 허전한 게 자꾸 네가 생각나서일까
네 이름 부르면 언제라도 날 찾아줄 것 같아
두 눈을 감으면 그날 그대로 널 그릴 수 있어
그날이 그리워 그리워 나는

너를 만나는 게
내게 큰 힘이 돼
이젠 당연하게
널 기다려 My Love

차가운 맘 모진 바람들이
나를 초라하게 만든대도
따스한 너의 그 한마디가
나의 모든 걸 숨 쉬게 해

마음이 허전한 게 자꾸 네가 생각나서일까
숨이 턱 막힌 듯 아무 일도 난 할 수가 없잖아
한참을 떠들며 마시던 술이 달지가 않은데
네가 더 그리워 그리워 다시

마음이 허전한 게 자꾸 네가 생각나서일까
네 이름 부르면 한걸음에 날 찾아올 걸 알아
두 눈을 감으면 내 곁에 있는 널 느낄 수 있어
네가 참 그리워 그리워 다시
네가 더 그리워 그리워",https://www.youtube.com/results?search_query=%EC%88%A8%EA%B2%A8%EC%A7%84+%EC%84%B8%EC%83%81+%28Into+the+Unknown+End+Credit+Version%29+%28%22%EA%B2%A8%EC%9A%B8%EC%99%95%EA%B5%AD+2%22%29
24,그 사람,아이유,Love poem,287,"그리워서 한 잔
생각나서 한 잔
내 눈물 섞어 한 잔
또 한 잔 마시다

우리 옛 추억에 취해
독한 네 사랑에 취해
너의 전화 번홀 누르게 돼
아마 받지 않겠지만
미안해

술이 문제야 문제
자꾸 너를 떠올리게 해
술이 문제야 문제
자꾸 네가 생각나게 해
정말 미친 듯이 보고 싶어 한 잔
정말 미친 듯이 그리워서 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐
술 한잔했어요

잊어보려 한 잔
지워보려 한 잔
내 눈물 섞어 한 잔
또 한 잔 마시다

흐릿한 얼굴에 취해
희미한 기억에 취해
다시 전화 번홀 누르게 돼
절대 받지 않겠지만
미안해

술이 문제야 문제
자꾸 너를 떠올리게 해
술이 문제야 문제
자꾸 네가 생각나게 해
정말 미친 듯이 보고 싶어 한 잔
정말 미친 듯이 그리워서 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐

나 맨정신에 살 수 없어서 
술 한잔했어요
나 제정신에 살 수 없어서 
술 한잔했어요
딱 한 잔만 딱 한 잔만 
딱 한 잔만 더 마시면 
너 돌아올까 봐

미안해
다 내가 문제야 문제
바보같이 널 또 기다려
아니야 내가 문제야 문제
아직까지 너만 사랑해
정말 보고 싶은 너를 위해 한 잔
정말 사랑했던 우릴 위해 한 잔
한 잔 두 잔 기울이면
너의 기억 모두 끊어질까 봐
술 한잔했어요",https://www.youtube.com/results?search_query=%EA%B7%B8+%EC%82%AC%EB%9E%8C
25,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,282,"Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha

모두 그에게 말해 또 왔네 (새꺄 whut?)
죽지 않고 왔다 이렇게 (새꺄 뭐?)
Snacky chan의 라인을 빌릴래
했어 예수처럼 이렇게 부활을
031 팔 안쪽의 tatt freaky woah
어젠 시장님이 만나쟤 motown
어수룩해 엄마 속에 걱정
한 톤만큼 쌓고 스물한살에 독립했던 얘는
여섯이 되었고
발견했지 우연히 5년 전의 노트
“정말 스타 되고 싶어
그럴려면 가서 만나면 돼 악마?”
노트를 덮고
거울에 비춰진 남자를 보니 와
저 손목이 너무 부러워
저 금 daydate rollie 넘을걸 천백은 더

전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야

motown의 1번 노랠 기억해 니들?
뭐였지? 뭐였나? 음 음?
i’m the man in the mirror 
그러니 light me up
1절의 그 별이 2절의 그 별이
그래 모두 나였지 실화가 된 동화이지
힘들 때면 홀로 쓴 노래를 불러
환상들을 보던 성냥팔이 
소년이였던 나날들이
365, 24, 730, 24에 7
1095 아 그만 세자 1400이 되니 oh
그 애랑도 하고 돔페리뇽이 만든 
숙취 땜에 넋을 놓은 나를 향해 
몇천 명이 ‘와’ 해
본 적은 없지만 때론
어떤 존재가 내 인생을 왔다 간 듯해
그냥 그런 느낌이 들지
상관없어 환상이던 현실이던지
hands up high

전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야

영 영 영원히
약속해 영원하기로
어둠 가득한 저 뒤로
돌려보내지 말아요 제발 제발
영 영 영원히
난 영원할 거라 믿어
흥분으로 가득차
이 도시에 나 외칠 꺼야
“드디어 내가 여 왔다”",https://www.youtube.com/results?search_query=%EC%8B%9C%EB%93%A0+%EA%BD%83%EC%97%90+%EB%AC%BC%EC%9D%84+%EC%A3%BC%EB%93%AF
